year,age,status,income,total_income,kommune
2019,62,sysselsatt,764378,764378,0602
2019,90,pensjonist,,,1850
2019,5,utdanning,,,0806
2019,66,pensjonist,,173805,0626
2019,36,sysselsatt,1063813,1063813,1103
2019,20,utdanning,61097,61097,1201
2019,20,sysselsatt,852232,852232,1242
2019,29,sysselsatt,788718,788718,0301
2019,51,sysselsatt,1084186,1084186,5028
2019,17,utdanning,,,0235
2019,26,sysselsatt,330962,330962,1201
2019,38,sysselsatt,441715,441715,1259
2019,15,utdanning,120774,120774,1926
2019,61,sysselsatt,551505,551505,1856
2019,54,sysselsatt,1273742,1273742,1502
2019,77,pensjonist,,,1003
2019,13,utdanning,,,1871
2019,23,sysselsatt,628263,628263,0301
2019,43,sysselsatt,648833,648833,0904
2019,32,sysselsatt,1103092,1103092,1201
2019,22,utdanning,76611,76611,1445
2019,32,sysselsatt,918956,918956,0301
2019,33,sysselsatt,358244,358244,1135
2019,23,sysselsatt,658662,658662,1820
2019,41,arbeidsledig,92786,297089,0605
2019,-6,utdanning,,,
2019,-6,utdanning,,,
2019,-6,utdanning,,,
2019,80,pensjonist,,,0940
2019,6,utdanning,,,0815
2019,45,sysselsatt,375052,375052,0219
2019,15,utdanning,70976,70976,0105
2019,72,pensjonist,,165337,0536
2019,64,pensjonist,,351049,0301
2019,42,sysselsatt,696168,696168,1870
2019,9,utdanning,,,1245
2019,37,sysselsatt,1209713,1209713,0301
2019,53,sysselsatt,851363,851363,1933
2019,45,sysselsatt,709770,709770,0105
2019,24,sysselsatt,,,5001
2019,52,sysselsatt,1170939,1170939,0538
2019,34,sysselsatt,738009,738009,1871
2019,23,sysselsatt,,,1925
2019,3,utdanning,,,5001
2019,33,sysselsatt,861253,861253,5001
2019,6,utdanning,,,5032
2019,35,sysselsatt,404887,404887,0432
2019,12,utdanning,,,0235
2019,42,sysselsatt,734626,734626,0612
2019,12,utdanning,,,1260
2019,22,sysselsatt,1689379,1689379,1845
2019,43,sysselsatt,481956,481956,1102
2019,22,sysselsatt,373579,373579,5001
2019,53,arbeidsledig,364723,1856668,0105
2019,92,pensjonist,,,5029
2019,-2,utdanning,,,
2019,-6,utdanning,,,
2019,51,sysselsatt,607772,607772,1502
2019,49,sysselsatt,829319,829319,0301
2019,93,pensjonist,,,0301
2019,54,sysselsatt,1254625,1254625,0704
2019,56,sysselsatt,1045099,1045099,1504
2019,47,sysselsatt,461626,461626,0220
2019,8,utdanning,,,1003
2019,55,sysselsatt,1107005,1107005,1902
2019,33,sysselsatt,1419766,1419766,0220
2019,16,utdanning,,,1902
2019,33,sysselsatt,566349,566349,5001
2019,50,sysselsatt,1050758,1050758,1201
2019,39,arbeidsledig,105955,258389,0403
2019,15,utdanning,,,0701
2019,70,pensjonist,,336866,0906
2019,51,sysselsatt,1345571,1345571,0906
2019,51,arbeidsledig,423046,923666,1201
2019,49,sysselsatt,3446189,3446189,1816
2019,34,sysselsatt,717738,717738,1860
2019,22,sysselsatt,742729,742729,1127
2019,25,arbeidsledig,132463,132463,1444
2019,21,sysselsatt,641530,641530,0219
2019,17,utdanning,,,0226
2019,53,sysselsatt,1676204,1676204,1146
2019,71,pensjonist,,223781,0626
2019,-3,utdanning,,,
2019,21,utdanning,74124,74124,1252
2019,36,sysselsatt,504629,504629,0233
2019,22,sysselsatt,374540,374540,0826
2019,1,utdanning,,,0226
2019,-6,utdanning,,,
2019,5,utdanning,,,0441
2019,47,sysselsatt,724334,724334,0711
2019,52,sysselsatt,1211735,1211735,5050
2019,14,utdanning,,,1504
2019,11,utdanning,,,0710
2019,8,utdanning,,,0425
2019,57,ufor,15194,666415,1201
2019,34,sysselsatt,1438893,1438893,5001
2019,27,sysselsatt,431722,431722,0627
2019,9,utdanning,,,1247
2019,72,pensjonist,,311849,0216
2019,47,sysselsatt,887579,887579,0301
2019,47,sysselsatt,891579,891579,1103
2019,50,sysselsatt,341676,341676,0219
2019,21,utdanning,46351,46351,0904
2019,76,pensjonist,,,1103
2019,83,pensjonist,,,0602
2019,38,sysselsatt,610672,610672,0118
2019,50,sysselsatt,871102,871102,1102
2019,38,arbeidsledig,91363,838507,0301
2019,29,sysselsatt,845698,845698,1252
2019,35,sysselsatt,1350825,1350825,0914
2019,18,utdanning,84630,84630,1231
2019,64,arbeidsledig,200559,480746,5040
2019,-4,utdanning,,,
2019,55,ufor,57631,407782,1857
2019,6,utdanning,,,1449
2019,34,sysselsatt,533000,533000,1836
2019,27,sysselsatt,204249,204249,1106
2019,43,sysselsatt,927755,927755,0712
2019,39,sysselsatt,335573,335573,0219
2019,34,sysselsatt,908845,908845,0111
2019,44,sysselsatt,655396,655396,0701
2019,52,sysselsatt,2817528,2817528,1102
2019,28,sysselsatt,439941,439941,1247
2019,63,ufor,30686,282134,1804
2019,-6,utdanning,,,
2019,48,sysselsatt,684478,684478,5001
2019,5,utdanning,,,0301
2019,56,sysselsatt,1622407,1622407,0301
2019,50,sysselsatt,766860,766860,5046
2019,47,sysselsatt,675791,675791,0301
2019,37,sysselsatt,808732,808732,0301
2019,71,pensjonist,,309894,0628
2019,28,sysselsatt,615573,615573,1902
2019,51,ufor,45735,374601,0626
2019,16,utdanning,,,5001
2019,15,utdanning,,,1103
2019,25,sysselsatt,857605,857605,1849
2019,-1,utdanning,,,
2019,35,sysselsatt,480980,480980,0220
2019,36,sysselsatt,494830,494830,1433
2019,83,pensjonist,,,1103
2019,53,sysselsatt,871037,871037,1922
2019,27,sysselsatt,449738,449738,1850
2019,21,sysselsatt,,,0231
2019,49,sysselsatt,1162274,1162274,0213
2019,-6,utdanning,,,
2019,42,sysselsatt,1089344,1089344,0626
2019,13,utdanning,,,1103
2019,24,sysselsatt,,,1103
2019,36,sysselsatt,571940,571940,1917
2019,45,sysselsatt,527777,527777,0219
2019,33,arbeidsledig,133925,696999,1845
2019,50,sysselsatt,2016381,2016381,5019
2019,51,ufor,30942,510323,1201
2019,63,sysselsatt,350474,350474,0301
2019,49,arbeidsledig,579412,1244811,0301
2019,56,sysselsatt,644227,644227,1868
2019,45,sysselsatt,1119136,1119136,0906
2019,74,pensjonist,,,5037
2019,47,sysselsatt,506649,506649,0710
2019,72,pensjonist,,519863,0502
2019,94,pensjonist,,,1201
2019,30,sysselsatt,264344,264344,0301
2019,48,arbeidsledig,217229,580467,1805
2019,-6,utdanning,,,
2019,48,arbeidsledig,244488,691845,0301
2019,25,sysselsatt,1587845,1587845,1502
2019,12,utdanning,,,1201
2019,80,pensjonist,,,1201
2019,41,arbeidsledig,60288,239085,1201
2019,92,pensjonist,,,1211
2019,38,sysselsatt,714932,714932,0301
2019,60,sysselsatt,1346883,1346883,0301
2019,44,sysselsatt,393295,393295,1902
2019,31,sysselsatt,783852,783852,1247
2019,37,sysselsatt,236476,236476,1201
2019,11,utdanning,,,0118
2019,17,utdanning,67400,67400,0101
2019,38,sysselsatt,262039,262039,1201
2019,47,sysselsatt,734626,734626,0712
2019,44,sysselsatt,694650,694650,1201
2019,34,sysselsatt,224704,224704,0301
2019,23,sysselsatt,520839,520839,1502
2019,63,sysselsatt,933158,933158,1523
2019,22,sysselsatt,668334,668334,1201
2019,22,utdanning,,,0219
2019,61,sysselsatt,685733,685733,1253
2019,30,sysselsatt,1065711,1065711,1103
2019,34,sysselsatt,759178,759178,0219
2019,64,pensjonist,,237923,1573
2019,34,sysselsatt,711024,711024,0105
2019,43,sysselsatt,438308,438308,1001
2019,73,pensjonist,,297696,0219
2019,66,sysselsatt,485567,485567,0501
2019,-5,utdanning,,,
2019,41,sysselsatt,484301,484301,0235
2019,25,sysselsatt,305439,305439,1021
2019,67,pensjonist,,305813,0626
2019,13,utdanning,,,0713
2019,22,sysselsatt,,,0617
2019,-6,utdanning,,,
2019,74,pensjonist,,,0928
2019,51,sysselsatt,1913298,1913298,0517
2019,23,sysselsatt,559824,559824,1247
2019,42,sysselsatt,218723,218723,0220
2019,26,sysselsatt,423624,423624,5020
2019,61,ufor,25907,533646,1902
2019,19,utdanning,,,0419
2019,40,sysselsatt,552911,552911,0542
2019,13,utdanning,,,0123
2019,13,utdanning,,,2017
2019,55,sysselsatt,2247582,2247582,1001
2019,49,sysselsatt,1077316,1077316,1265
2019,18,utdanning,,,1149
2019,33,sysselsatt,614881,614881,0122
2019,17,utdanning,,,1201
2019,-1,utdanning,,,
2019,15,utdanning,,,0429
2019,12,utdanning,,,0301
2019,49,sysselsatt,673743,673743,5051
2019,35,sysselsatt,293576,293576,0226
2019,61,arbeidsledig,33773,486199,1832
2019,69,pensjonist,,328038,5001
2019,8,utdanning,,,0226
2019,48,sysselsatt,1583505,1583505,1517
2019,13,utdanning,,,1201
2019,39,ufor,26011,368440,0821
2019,32,sysselsatt,514797,514797,0701
2019,48,sysselsatt,1058118,1058118,2030
2019,21,utdanning,102937,102937,0105
2019,23,sysselsatt,,,0301
2019,34,sysselsatt,494928,494928,0219
2019,12,utdanning,,,1201
2019,34,sysselsatt,203154,203154,1860
2019,76,pensjonist,,,5021
2019,21,sysselsatt,,,1106
2019,40,sysselsatt,703997,703997,0106
2019,19,utdanning,46333,46333,0213
2019,67,sysselsatt,1110780,1110780,1102
2019,57,sysselsatt,613064,613064,0301
2019,50,sysselsatt,634035,634035,0106
2019,16,utdanning,,,0219
2019,21,sysselsatt,1155414,1155414,0121
2019,28,sysselsatt,364819,364819,1244
2019,44,sysselsatt,730783,730783,5001
2019,57,sysselsatt,838263,838263,1106
2019,22,sysselsatt,872040,872040,0101
2019,4,utdanning,,,0127
2019,35,sysselsatt,326698,326698,1849
2019,56,sysselsatt,1343498,1343498,1917
2019,51,sysselsatt,644849,644849,1103
2019,16,utdanning,,,1102
2019,7,utdanning,,,5001
2019,41,sysselsatt,728046,728046,1942
2019,76,pensjonist,,,0604
2019,47,sysselsatt,672073,672073,5001
2019,58,ufor,25088,664939,0625
2019,25,sysselsatt,299894,299894,5001
2019,43,sysselsatt,563104,563104,1001
2019,36,sysselsatt,546859,546859,0712
2019,15,utdanning,,,0301
2019,-6,utdanning,,,
2019,28,sysselsatt,631798,631798,0828
2019,59,sysselsatt,793402,793402,1849
2019,40,sysselsatt,223177,223177,1421
2019,53,sysselsatt,1868210,1868210,5001
2019,11,utdanning,,,0631
2019,41,sysselsatt,592006,592006,0219
2019,-6,utdanning,,,
2019,22,sysselsatt,,,5001
2019,34,sysselsatt,321546,321546,5020
2019,39,sysselsatt,315988,315988,5044
2019,7,utdanning,,,0301
2019,50,sysselsatt,678209,678209,0220
2019,30,sysselsatt,679151,679151,0219
2019,48,sysselsatt,593192,593192,2019
2019,17,utdanning,41064,41064,0543
2019,4,utdanning,,,0712
2019,35,sysselsatt,692099,692099,5001
2019,29,sysselsatt,967698,967698,5033
2019,23,sysselsatt,579695,579695,2015
2019,-6,utdanning,,,
2019,5,utdanning,,,0438
2019,40,ufor,27856,237031,1857
2019,27,sysselsatt,426629,426629,0602
2019,22,sysselsatt,1000179,1000179,1219
2019,64,sysselsatt,350395,350395,0831
2019,1,utdanning,,,5001
2019,66,ufor,34705,323319,1026
2019,48,sysselsatt,836879,836879,1265
2019,37,sysselsatt,261287,261287,1046
2019,49,sysselsatt,1236818,1236818,1103
2019,48,ufor,23752,156925,1854
2019,69,pensjonist,,108000,1224
2019,54,sysselsatt,1045707,1045707,1834
2019,51,sysselsatt,919067,919067,0502
2019,24,sysselsatt,368815,368815,1103
2019,39,sysselsatt,1186517,1186517,1543
2019,64,arbeidsledig,109355,341030,1868
2019,27,sysselsatt,1096864,1096864,0105
2019,57,ufor,27509,470937,5020
2019,27,sysselsatt,966245,966245,0937
2020,45,sysselsatt,346338,346338,1146
2020,32,sysselsatt,616460,616460,5404
2020,76,pensjonist,,,3816
2020,-3,utdanning,,,
2020,63,pensjonist,,657824,0301
2020,45,sysselsatt,518212,518212,3029
2020,43,sysselsatt,618360,618360,1114
2020,47,sysselsatt,455427,455427,4601
2020,57,sysselsatt,1517386,1517386,4204
2020,8,utdanning,,,3002
2020,2,utdanning,,,3031
2020,32,arbeidsledig,149761,638594,5001
2020,29,sysselsatt,520586,520586,4616
2020,32,sysselsatt,243438,243438,1525
2020,32,sysselsatt,386893,386893,1130
2020,51,sysselsatt,1179682,1179682,1103
2020,29,sysselsatt,663581,663581,4626
2020,28,sysselsatt,618062,618062,4601
2020,45,sysselsatt,806130,806130,4601
2020,24,sysselsatt,357988,357988,0301
2020,49,sysselsatt,1049163,1049163,5433
2020,48,ufor,106358,691328,4203
2020,71,pensjonist,,309838,3020
2020,45,sysselsatt,513956,513956,5001
2020,32,sysselsatt,361407,361407,3029
2020,55,ufor,44466,933031,1103
2020,54,sysselsatt,648393,648393,3049
2020,37,sysselsatt,514632,514632,0301
2020,87,pensjonist,,,4601
2020,41,sysselsatt,304938,304938,1160
2020,7,utdanning,,,0301
2020,49,sysselsatt,841858,841858,3411
2020,7,utdanning,,,4642
2020,48,sysselsatt,1736137,1736137,5444
2020,88,pensjonist,,,0301
2020,27,sysselsatt,692232,692232,5432
2020,69,pensjonist,,209740,4601
2020,6,utdanning,,,3006
2020,44,sysselsatt,311327,311327,4601
2020,41,sysselsatt,798961,798961,1804
2020,23,sysselsatt,,,3804
2020,36,sysselsatt,689095,689095,1149
2020,36,sysselsatt,250038,250038,3020
2020,79,pensjonist,,,4601
2020,28,sysselsatt,314150,314150,3020
2020,6,utdanning,,,4650
2020,40,sysselsatt,583897,583897,3411
2020,49,sysselsatt,1945344,1945344,3024
2020,51,ufor,52922,491758,1103
2020,37,sysselsatt,380683,380683,3021
2020,65,ufor,30666,420033,0301
2020,47,sysselsatt,1115692,1115692,4624
2020,15,utdanning,,,3043
2020,40,sysselsatt,671020,671020,5404
2020,-5,utdanning,,,
2020,32,sysselsatt,686644,686644,3453
2020,30,sysselsatt,860510,860510,1520
2020,47,ufor,45023,573299,3003
2020,13,utdanning,,,1108
2020,50,sysselsatt,1166152,1166152,3020
2020,-3,utdanning,,,
2020,14,utdanning,,,3025
2020,6,utdanning,,,1828
2020,52,sysselsatt,1585881,1585881,3422
2020,33,sysselsatt,586319,586319,3825
2020,72,pensjonist,,410028,0301
2020,42,sysselsatt,1160173,1160173,3025
2020,10,utdanning,,,1828
2020,54,sysselsatt,2475129,2475129,4601
2020,34,sysselsatt,835811,835811,3434
2020,53,sysselsatt,556095,556095,3432
2020,77,pensjonist,,,1845
2020,43,sysselsatt,1476703,1476703,3005
2020,75,pensjonist,,,1804
2020,25,sysselsatt,223928,223928,1103
2020,54,sysselsatt,1975963,1975963,3026
2020,33,sysselsatt,549586,549586,3001
2020,5,utdanning,,,0301
2020,61,ufor,44339,551670,3015
2020,47,sysselsatt,1564742,1564742,5401
2020,51,sysselsatt,3151975,3151975,5032
2020,42,sysselsatt,798886,798886,0301
2020,45,ufor,42667,426010,5442
2020,0,utdanning,,,1103
2020,49,sysselsatt,706513,706513,4206
2020,33,sysselsatt,170392,170392,3415
2020,59,sysselsatt,828977,828977,3036
2020,40,sysselsatt,418428,418428,3025
2020,63,sysselsatt,528664,528664,3451
2020,30,sysselsatt,342854,342854,3407
2020,41,sysselsatt,425581,425581,4202
2020,35,sysselsatt,203489,203489,3823
2020,27,sysselsatt,728737,728737,3814
2020,49,sysselsatt,1473413,1473413,3011
2020,40,arbeidsledig,156013,364827,5041
2020,22,utdanning,98005,98005,5001
2020,13,utdanning,,,0301
2020,13,utdanning,,,3030
2020,69,pensjonist,,160500,3801
2020,40,ufor,15978,302231,3021
2020,49,sysselsatt,1318245,1318245,0301
2020,16,utdanning,,,3005
2020,37,sysselsatt,410282,410282,5437
2020,51,sysselsatt,500046,500046,3020
2020,70,pensjonist,,366028,1506
2020,13,utdanning,,,5422
2020,49,sysselsatt,897525,897525,4204
2020,64,sysselsatt,303822,303822,1506
2020,50,sysselsatt,847396,847396,0301
2020,32,sysselsatt,404861,404861,3411
2020,31,sysselsatt,414257,414257,5434
2020,54,sysselsatt,1211923,1211923,1515
2020,38,sysselsatt,436911,436911,5001
2020,38,sysselsatt,776997,776997,0301
2020,52,ufor,67904,1020018,3807
2020,39,sysselsatt,774274,774274,1149
2020,52,sysselsatt,1410893,1410893,3450
2020,42,sysselsatt,334871,334871,3801
2020,24,sysselsatt,,,1160
2020,53,sysselsatt,1272744,1272744,3003
2020,35,sysselsatt,1133172,1133172,1804
2020,45,sysselsatt,680181,680181,0301
2020,36,sysselsatt,572941,572941,1573
2020,80,pensjonist,,,3033
2020,34,sysselsatt,791299,791299,1566
2020,52,sysselsatt,1752385,1752385,5001
2020,62,sysselsatt,774003,774003,1871
2020,35,sysselsatt,657410,657410,4627
2020,49,sysselsatt,1032411,1032411,5438
2020,55,ufor,35345,239618,1149
2020,54,sysselsatt,773536,773536,0301
2020,64,sysselsatt,447783,447783,5059
2020,50,sysselsatt,667674,667674,3818
2020,43,sysselsatt,1077211,1077211,1121
2020,29,sysselsatt,715890,715890,3411
2020,57,sysselsatt,474227,474227,1103
2020,41,sysselsatt,671754,671754,5401
2020,32,sysselsatt,652508,652508,5401
2020,6,utdanning,,,3030
2020,34,sysselsatt,316728,316728,1507
2020,52,sysselsatt,2454436,2454436,3006
2020,56,sysselsatt,1781163,1781163,1108
2020,26,sysselsatt,1102953,1102953,3025
2020,38,sysselsatt,273246,273246,5001
2020,42,sysselsatt,809830,809830,4642
2020,50,sysselsatt,1355122,1355122,0301
2020,42,sysselsatt,360692,360692,1870
2020,27,sysselsatt,553225,553225,0301
2020,44,sysselsatt,360998,360998,4641
2020,36,sysselsatt,742336,742336,4601
2020,16,utdanning,,,5401
2020,40,sysselsatt,1715420,1715420,5402
2020,30,sysselsatt,763278,763278,5444
2020,12,utdanning,,,1835
2020,48,ufor,79096,901992,3030
2020,56,sysselsatt,3144556,3144556,4601
2020,46,sysselsatt,771353,771353,3020
2020,-1,utdanning,,,
2020,31,sysselsatt,1242350,1242350,1101
2020,9,utdanning,,,3020
2020,53,ufor,78990,1285517,4203
2020,62,ufor,16791,245323,4203
2020,74,pensjonist,,1041269,1825
2020,10,utdanning,,,5001
2020,40,sysselsatt,509062,509062,0301
2020,95,pensjonist,,,3017
2020,67,pensjonist,,158015,3002
2020,55,sysselsatt,1692932,1692932,3411
2020,70,pensjonist,,398419,1149
2020,47,sysselsatt,1264919,1264919,4612
2020,38,sysselsatt,324319,324319,3439
2020,60,ufor,45851,621577,3821
2020,42,sysselsatt,397421,397421,3804
2020,41,sysselsatt,233782,233782,3426
2020,8,utdanning,,,4644
2020,34,sysselsatt,556101,556101,5029
2020,21,sysselsatt,988827,988827,4601
2020,53,ufor,37977,407856,4207
2020,39,sysselsatt,960800,960800,3431
2020,28,sysselsatt,348403,348403,3025
2020,-5,utdanning,,,
2020,48,sysselsatt,1984365,1984365,0301
2020,44,sysselsatt,600847,600847,4601
2020,53,sysselsatt,611504,611504,0301
2020,39,sysselsatt,781852,781852,3025
2020,44,sysselsatt,608294,608294,0301
2020,28,sysselsatt,402414,402414,1103
2020,45,sysselsatt,1314916,1314916,3412
2020,28,sysselsatt,293881,293881,3030
2020,78,pensjonist,,,0301
2020,28,sysselsatt,441557,441557,4619
2020,7,utdanning,,,3816
2020,-5,utdanning,,,
2020,3,utdanning,,,3805
2020,19,utdanning,98534,98534,3819
2020,17,utdanning,,,3030
2020,45,sysselsatt,884955,884955,5001
2020,24,sysselsatt,1365679,1365679,3802
2020,17,utdanning,,,5044
2020,63,sysselsatt,597447,597447,5022
2020,11,utdanning,,,4601
2020,12,utdanning,,,0301
2020,5,utdanning,,,3020
2020,41,sysselsatt,215416,215416,3044
2020,22,sysselsatt,1744473,1744473,5041
2020,25,sysselsatt,1499580,1499580,3020
2020,10,utdanning,,,3035
2020,26,sysselsatt,661378,661378,3029
2020,60,sysselsatt,706084,706084,4618
2020,69,pensjonist,,422008,3049
2020,56,sysselsatt,1146218,1146218,4202
2020,35,arbeidsledig,103115,1101887,3022
2020,25,sysselsatt,637803,637803,5401
2020,14,utdanning,,,1828
2020,22,sysselsatt,383379,383379,5042
2020,42,sysselsatt,390098,390098,3005
2020,81,pensjonist,,,1848
2020,42,sysselsatt,739522,739522,3003
2020,32,sysselsatt,388725,388725,3004
2020,55,sysselsatt,1598052,1598052,3030
2020,-5,utdanning,,,
2020,45,sysselsatt,351070,351070,4601
2020,63,sysselsatt,567622,567622,4651
2020,77,pensjonist,,,5401
2020,57,sysselsatt,2006844,2006844,0301
2020,36,sysselsatt,1347074,1347074,4601
2020,47,sysselsatt,895618,895618,5401
2020,19,utdanning,,,3004
2020,-3,utdanning,,,
2020,38,sysselsatt,269070,269070,0301
2020,18,utdanning,58185,58185,5001
2020,47,sysselsatt,1101773,1101773,3805
2020,46,sysselsatt,263802,263802,1103
2020,33,sysselsatt,646342,646342,3815
2020,21,sysselsatt,1004736,1004736,4648
2020,24,ufor,24471,264606,3031
2020,46,sysselsatt,1264337,1264337,0301
2020,25,sysselsatt,550849,550849,4601
2020,-1,utdanning,,,
2020,13,utdanning,,,0301
2020,65,sysselsatt,908567,908567,3403
2020,49,sysselsatt,1172347,1172347,0301
2020,40,sysselsatt,425906,425906,3002
2020,38,sysselsatt,443142,443142,3033
2020,51,sysselsatt,802513,802513,0301
2020,32,arbeidsledig,119195,486729,3020
2020,63,pensjonist,,379638,3024
2020,46,sysselsatt,299216,299216,4630
2020,48,sysselsatt,1429798,1429798,3024
2020,2,utdanning,,,5006
2020,27,sysselsatt,852753,852753,3007
2020,33,sysselsatt,412544,412544,5036
2020,49,sysselsatt,939044,939044,3006
2020,16,utdanning,,,3805
2020,61,sysselsatt,607379,607379,3003
2020,44,sysselsatt,709085,709085,1108
2020,65,pensjonist,,214335,3807
2020,71,pensjonist,,318756,3807
2020,19,utdanning,31021,31021,3025
2020,45,sysselsatt,1215099,1215099,4601
2020,48,ufor,48057,312371,1834
2020,22,utdanning,86270,86270,5436
2020,50,sysselsatt,1081858,1081858,3431
2020,44,sysselsatt,470114,470114,4601
2020,41,sysselsatt,966104,966104,5036
2020,32,sysselsatt,671390,671390,5036
2020,67,pensjonist,,549908,5401
2020,26,sysselsatt,503586,503586,3804
2020,61,sysselsatt,1040673,1040673,5058
2020,27,sysselsatt,643692,643692,0301
2020,42,arbeidsledig,164923,582143,1836
2020,43,sysselsatt,1106089,1106089,4601
2020,23,sysselsatt,,,4203
2020,37,arbeidsledig,246341,700405,3417
2020,55,sysselsatt,1036814,1036814,3029
2020,28,sysselsatt,495260,495260,1813
2020,83,pensjonist,,,4601
2020,51,sysselsatt,1107076,1107076,5442
2020,1,utdanning,,,3029
2020,14,utdanning,,,0301
2020,39,sysselsatt,335350,335350,1134
2020,63,sysselsatt,512987,512987,4637
2020,51,sysselsatt,1340865,1340865,5424
2020,60,sysselsatt,663333,663333,4204
2020,3,utdanning,,,1815
2020,59,ufor,25924,458669,3403
2020,19,utdanning,38570,38570,4204
2020,69,pensjonist,,429371,3006
2020,10,utdanning,,,0301
2020,37,sysselsatt,334331,334331,1506
2020,20,utdanning,,,1535
2020,18,utdanning,65833,65833,3432
2020,3,utdanning,,,4214
2020,59,ufor,62632,1041666,5001
2020,48,sysselsatt,846612,846612,1506
2020,40,sysselsatt,581570,581570,3029
2020,5,utdanning,,,4204
2020,41,sysselsatt,1137979,1137979,5404
2020,55,sysselsatt,911693,911693,3005
2020,58,arbeidsledig,131347,956995,4629
2020,37,arbeidsledig,146381,576714,0301
2020,46,sysselsatt,963982,963982,3030
2020,15,utdanning,,,3418
2020,73,pensjonist,,361538,3804
2020,31,sysselsatt,184177,184177,3003
2020,26,sysselsatt,744263,744263,4622
2020,35,sysselsatt,649245,649245,3024
2020,48,sysselsatt,1564800,1564800,3004
2020,14,utdanning,,,3024
2020,5,utdanning,,,0301
2020,7,utdanning,,,0301
2020,1,utdanning,,,4212
2020,1,utdanning,,,3405
2020,44,sysselsatt,566827,566827,0301
2020,36,sysselsatt,299874,299874,1130
2020,71,pensjonist,,379890,3038
2020,35,sysselsatt,1246464,1246464,0301
2020,6,utdanning,,,5034
2020,30,arbeidsledig,67613,395612,0301
2020,50,sysselsatt,1386877,1386877,4204
2020,36,sysselsatt,1045431,1045431,1103
2020,46,sysselsatt,1345046,1345046,1144
2020,68,pensjonist,,257414,3403
2020,56,sysselsatt,1010849,1010849,4641
2020,48,ufor,29481,421729,1106
2020,55,sysselsatt,2282717,2282717,1103
2020,39,sysselsatt,683499,683499,0301
2020,50,sysselsatt,2015462,2015462,5439
2020,24,sysselsatt,517814,517814,3004
2020,47,sysselsatt,739895,739895,1820
2020,2,utdanning,,,3804
2020,51,sysselsatt,1813823,1813823,5401
2020,44,arbeidsledig,161109,471558,1826
2020,67,pensjonist,,592943,1804
2020,55,sysselsatt,1379469,1379469,5001
2020,10,utdanning,,,3006
2020,18,utdanning,65418,65418,3004
2020,66,pensjonist,,274963,4601
2020,7,utdanning,,,3437
2020,50,sysselsatt,698093,698093,4213
2020,50,sysselsatt,835071,835071,1103
2020,21,sysselsatt,,,5031
2020,35,sysselsatt,399815,399815,3005
2020,35,sysselsatt,1485968,1485968,3025
2020,35,sysselsatt,654820,654820,4649
2020,27,sysselsatt,619713,619713,4623
2020,22,sysselsatt,2228182,2228182,3020
2020,40,arbeidsledig,122966,595698,3807
2020,46,sysselsatt,897122,897122,5001
2020,24,sysselsatt,,,5026
2020,57,sysselsatt,934722,934722,3812
2020,28,arbeidsledig,73302,290219,3018
2020,21,utdanning,24570,24570,3004
2020,58,sysselsatt,807331,807331,5420
2020,-5,utdanning,,,
2020,19,utdanning,189920,189920,3054
2020,38,sysselsatt,1015788,1015788,3024
2020,35,sysselsatt,754020,754020,5032
2020,43,sysselsatt,1101746,1101746,4635
2020,29,sysselsatt,1045859,1045859,4204
2020,47,sysselsatt,1361286,1361286,0301
2020,21,sysselsatt,607898,607898,3054
2020,9,utdanning,,,4601
2020,23,sysselsatt,471104,471104,1103
2020,48,sysselsatt,1005182,1005182,1848
2020,25,sysselsatt,236038,236038,3807
2020,-1,utdanning,,,
2020,27,sysselsatt,541134,541134,4601
2020,-5,utdanning,,,
2020,56,sysselsatt,390284,390284,4223
2020,28,sysselsatt,298403,298403,3005
2020,10,utdanning,,,0301
2020,45,sysselsatt,589641,589641,4227
2020,53,sysselsatt,929976,929976,3403
2020,20,sysselsatt,410966,410966,3403
2020,39,sysselsatt,355017,355017,3801
2020,53,sysselsatt,834364,834364,3003
2020,-5,utdanning,,,
2020,12,utdanning,,,3006
2020,40,sysselsatt,397430,397430,3442
2020,56,sysselsatt,2153711,2153711,1525
2020,45,sysselsatt,1040479,1040479,0301
2020,43,sysselsatt,526947,526947,0301
2020,1,utdanning,,,4203
2020,-5,utdanning,,,
2020,65,arbeidsledig,377205,1033493,3453
2020,13,utdanning,,,3030
2020,15,utdanning,,,4631
2020,44,sysselsatt,1121665,1121665,3804
2020,3,utdanning,,,4601
2020,33,sysselsatt,374143,374143,3413
2020,31,ufor,10678,231928,4642
2020,58,ufor,34752,614497,3448
2020,36,arbeidsledig,227077,612880,3807
2020,0,utdanning,,,5415
2020,43,sysselsatt,396121,396121,5028
2020,60,sysselsatt,1007302,1007302,4204
2020,38,arbeidsledig,87866,249975,5432
2020,54,ufor,92248,1108663,4651
2020,40,sysselsatt,427691,427691,4224
2020,19,utdanning,63924,63924,0301
2020,-5,utdanning,,,
2020,55,sysselsatt,614090,614090,0301
2020,74,pensjonist,,153662,3005
2020,23,utdanning,,,3011
2020,28,sysselsatt,481341,481341,3005
2020,48,sysselsatt,429679,429679,5001
2020,9,utdanning,,,5441
2020,8,utdanning,,,0301
2020,69,pensjonist,,307015,3023
2020,50,sysselsatt,3577197,3577197,3446
2020,-1,utdanning,,,
2020,81,pensjonist,,,3004
2020,-5,utdanning,,,
2020,14,utdanning,,,4624
2020,45,sysselsatt,270976,270976,0301
